0	0.03
0	0.01
0	0.01
0	0.01
0	0.01
0	0.01
0	0.01
0	0.01
0	0.01
0	0.03
12500	0.03
12500	0.03
12500	0.03
12500	0.03
12500	0.04
12500	0.03
12500	0.03
12500	0.03
12500	0.03
12500	0.03
25000	0.04
25000	0.04
25000	0.04
25000	0.04
25000	0.04
25000	0.06
25000	0.04
25000	0.04
25000	0.04
25000	0.04
37500	0.06
37500	0.07
37500	0.06
37500	0.07
37500	0.07
37500	0.07
37500	0.07
37500	0.07
37500	0.06
37500	0.06
50000	0.07
50000	0.07
50000	0.07
50000	0.07
50000	0.07
50000	0.07
50000	0.07
50000	0.07
50000	0.07
50000	0.09
62500	0.09
62500	0.09
62500	0.09
62500	0.09
62500	0.09
62500	0.09
62500	0.09
62500	0.10
62500	0.09
62500	0.09
75000	0.12
75000	0.14
75000	0.12
75000	0.10
75000	0.10
75000	0.10
75000	0.10
75000	0.10
75000	0.10
75000	0.10
87500	0.14
87500	0.14
87500	0.14
87500	0.12
87500	0.12
87500	0.12
87500	0.12
87500	0.12
87500	0.14
87500	0.14
100000	0.15
100000	0.14
100000	0.14
100000	0.14
100000	0.14
100000	0.14
100000	0.14
100000	0.15
100000	0.15
100000	0.15
112500	0.17
112500	0.15
112500	0.17
112500	0.17
112500	0.15
112500	0.17
112500	0.18
112500	0.15
112500	0.17
112500	0.17
125000	0.18
125000	0.18
125000	0.17
125000	0.18
125000	0.17
125000	0.17
125000	0.18
125000	0.18
125000	0.20
125000	0.18
137500	0.18
137500	0.20
137500	0.21
137500	0.20
137500	0.20
137500	0.20
137500	0.20
137500	0.20
137500	0.18
137500	0.20
150000	0.23
150000	0.21
150000	0.21
150000	0.21
150000	0.21
150000	0.21
150000	0.21
150000	0.21
150000	0.21
150000	0.21
162500	0.24
162500	0.23
162500	0.26
162500	0.23
162500	0.24
162500	0.25
162500	0.23
162500	0.23
162500	0.23
162500	0.25
175000	0.24
175000	0.25
175000	0.24
175000	0.25
175000	0.23
175000	0.24
175000	0.25
175000	0.25
175000	0.25
175000	0.25
187500	0.28
187500	0.26
187500	0.28
187500	0.26
187500	0.26
187500	0.26
187500	0.28
187500	0.28
187500	0.26
187500	0.26
200000	0.29
200000	0.28
200000	0.28
200000	0.29
200000	0.29
200000	0.28
200000	0.29
200000	0.28
200000	0.28
200000	0.29
212500	0.31
212500	0.31
212500	0.31
212500	0.31
212500	0.31
212500	0.29
212500	0.29
212500	0.29
212500	0.29
212500	0.29
225000	0.32
225000	0.32
225000	0.34
225000	0.31
225000	0.31
225000	0.32
225000	0.31
225000	0.32
225000	0.32
225000	0.31
237500	0.34
237500	0.35
237500	0.34
237500	0.32
237500	0.32
237500	0.34
237500	0.34
237500	0.32
237500	0.34
237500	0.34
250000	0.35
250000	0.34
250000	0.35
250000	0.35
250000	0.35
250000	0.34
250000	0.35
250000	0.35
250000	0.34
250000	0.35
262500	0.35
262500	0.37
262500	0.37
262500	0.37
262500	0.37
262500	0.40
262500	0.37
262500	0.37
262500	0.37
262500	0.37
275000	0.40
275000	0.39
275000	0.39
275000	0.39
275000	0.40
275000	0.39
275000	0.39
275000	0.40
275000	0.39
275000	0.40
287500	0.42
287500	0.60
287500	0.54
287500	0.49
287500	0.44
287500	0.41
287500	0.40
287500	0.41
287500	0.42
287500	0.42
300000	0.43
300000	0.42
300000	0.44
300000	0.42
300000	0.42
300000	0.43
300000	0.42
300000	0.43
300000	0.42
300000	0.42
312500	0.43
312500	0.43
312500	0.43
312500	0.43
312500	0.43
312500	0.45
312500	0.45
312500	0.43
312500	0.43
312500	0.43
325000	0.46
325000	0.44
325000	0.45
325000	0.45
325000	0.46
325000	0.47
325000	0.46
325000	0.46
325000	0.45
325000	0.46
337500	0.46
337500	0.48
337500	0.48
337500	0.48
337500	0.46
337500	0.48
337500	0.46
337500	0.48
337500	0.46
337500	0.46
350000	0.48
350000	0.48
350000	0.50
350000	0.51
350000	0.48
350000	0.50
350000	0.48
350000	0.48
350000	0.48
350000	0.51
362500	0.53
362500	0.51
362500	0.51
362500	0.51
362500	0.51
362500	0.51
362500	0.51
362500	0.53
362500	0.53
362500	0.50
375000	0.53
375000	0.51
375000	0.53
375000	0.51
375000	0.53
375000	0.53
375000	0.54
375000	0.53
375000	0.51
375000	0.53
387500	0.56
387500	0.54
387500	0.56
387500	0.53
387500	0.56
387500	0.57
387500	0.53
387500	0.56
387500	0.55
387500	0.54
400000	0.57
400000	0.54
400000	0.55
400000	0.56
400000	0.56
400000	0.54
400000	0.54
400000	0.57
400000	0.56
400000	0.56
412500	0.57
412500	0.57
412500	0.57
412500	0.57
412500	0.59
412500	0.57
412500	0.57
412500	0.59
412500	0.57
412500	0.57
425000	0.59
425000	0.60
425000	0.59
425000	0.60
425000	0.59
425000	0.60
425000	0.62
425000	0.57
425000	0.59
425000	0.59
437500	0.60
437500	0.62
437500	0.60
437500	0.60
437500	0.60
437500	0.61
437500	0.61
437500	0.61
437500	0.60
437500	0.62
450000	0.64
450000	0.62
450000	0.64
450000	0.65
450000	0.62
450000	0.64
450000	0.64
450000	0.62
450000	0.65
450000	0.64
462500	0.65
462500	0.66
462500	0.64
462500	0.65
462500	0.65
462500	0.64
462500	0.65
462500	0.65
462500	0.65
462500	0.64
475000	0.67
475000	0.67
475000	0.65
475000	0.67
475000	0.67
475000	0.65
475000	0.67
475000	0.67
475000	0.65
475000	0.67
487500	0.69
487500	0.65
487500	0.66
487500	0.68
487500	0.68
487500	0.68
487500	0.68
487500	0.68
487500	0.68
487500	0.68
500000	0.71
500000	0.71
500000	0.70
500000	0.70
500000	0.70
500000	0.71
500000	0.71
500000	0.73
500000	0.73
500000	0.70
512500	0.71
512500	0.71
512500	0.71
512500	0.71
512500	0.71
