1024	0.01	0.00	0.01
1024	0.01	0.00	0.00
1024	0.01	0.00	0.00
1024	0.01	0.00	0.01
1024	0.01	0.00	0.00
1024	0.01	0.00	0.01
1024	0.01	0.00	0.01
1024	0.01	0.00	0.00
1024	0.01	0.00	0.01
1024	0.01	0.00	0.00
2048	0.01	0.00	0.01
2048	0.01	0.00	0.00
2048	0.01	0.01	0.00
2048	0.01	0.00	0.00
2048	0.01	0.00	0.01
2048	0.01	0.01	0.00
2048	0.01	0.00	0.00
2048	0.01	0.00	0.01
2048	0.01	0.00	0.00
2048	0.01	0.00	0.01
4096	0.01	0.01	0.00
4096	0.01	0.00	0.00
4096	0.01	0.00	0.01
4096	0.01	0.00	0.01
4096	0.01	0.00	0.00
4096	0.01	0.00	0.01
4096	0.01	0.01	0.00
4096	0.01	0.00	0.00
4096	0.01	0.00	0.01
4096	0.01	0.01	0.00
8192	0.01	0.01	0.00
8192	0.01	0.00	0.00
8192	0.02	0.01	0.01
8192	0.01	0.00	0.03
8192	0.02	0.01	0.01
8192	0.02	0.01	0.00
8192	0.01	0.01	0.00
8192	0.02	0.00	0.01
8192	0.02	0.01	0.00
8192	0.02	0.00	0.03
16384	0.02	0.01	0.00
16384	0.02	0.01	0.00
16384	0.02	0.01	0.01
16384	0.03	0.03	0.00
16384	0.02	0.01	0.00
16384	0.02	0.01	0.00
16384	0.02	0.01	0.01
16384	0.03	0.01	0.01
16384	0.02	0.00	0.01
16384	0.03	0.01	0.01
32768	0.04	0.03	0.01
32768	0.04	0.03	0.01
32768	0.04	0.01	0.03
32768	0.04	0.04	0.00
32768	0.04	0.03	0.01
32768	0.04	0.03	0.01
32768	0.05	0.01	0.03
32768	0.04	0.03	0.01
32768	0.05	0.04	0.00
32768	0.05	0.01	0.03
65536	0.09	0.06	0.03
65536	0.07	0.04	0.03
65536	0.08	0.06	0.01
65536	0.08	0.04	0.04
65536	0.08	0.03	0.04
65536	0.07	0.04	0.03
65536	0.07	0.04	0.01
65536	0.08	0.04	0.03
65536	0.08	0.04	0.04
65536	0.08	0.07	0.00
131072	0.16	0.14	0.03
131072	0.16	0.10	0.04
131072	0.17	0.14	0.03
131072	0.16	0.12	0.03
131072	0.18	0.14	0.04
131072	0.17	0.09	0.09
131072	0.17	0.10	0.06
131072	0.18	0.12	0.06
131072	0.15	0.10	0.04
131072	0.15	0.14	0.00
262144	0.33	0.28	0.06
262144	0.36	0.25	0.12
262144	0.35	0.25	0.09
262144	0.36	0.26	0.09
262144	0.34	0.28	0.06
262144	0.34	0.25	0.09
262144	0.33	0.26	0.06
262144	0.34	0.26	0.07
262144	0.35	0.26	0.09
262144	0.37	0.28	0.09
524288	0.74	0.53	0.20
524288	0.74	0.60	0.14
524288	0.73	0.54	0.18
524288	0.72	0.48	0.23
524288	0.71	0.48	0.23
524288	0.73	0.56	0.17
524288	0.72	0.50	0.21
524288	0.66	0.50	0.17
524288	0.73	0.51	0.20
524288	0.73	0.56	0.17
1048576	1.72	1.28	0.40
1048576	2.27	1.68	0.48
1048576	2.39	1.70	0.54
1048576	2.08	1.54	0.35
1048576	2.31	1.67	0.42
1048576	2.04	1.51	0.39
1048576	2.11	1.60	0.43
1048576	2.22	1.60	0.37
1048576	2.08	1.54	0.39
1048576	2.26	1.62	0.43
2097152	4.60	3.31	1.04
2097152	4.71	3.67	0.84
2097152	4.47	3.50	0.79
2097152	4.54	3.56	0.84
2097152	3.98	2.90	0.84
2097152	3.87	2.90	0.85
2097152	3.96	2.87	0.93
2097152	3.90	3.03	0.75
2097152	3.87	2.90	0.93
2097152	3.96	3.07	0.79
4194304	7.63	6.04	1.46
4194304	7.63	5.87	1.62
4194304	7.78	6.21	1.39
4194304	7.78	6.20	1.42
4194304	8.45	6.68	1.50
4194304	9.27	7.18	1.78
4194304	9.94	7.60	1.93
4194304	9.17	7.01	2.00
4194304	9.47	7.18	2.06
4194304	9.62	7.45	1.89
8388608	20.82	16.26	3.85
8388608	15.96	12.73	3.14
8388608	15.41	12.56	2.75
8388608	18.91	14.75	3.90
8388608	15.60	12.70	2.82
8388608	15.94	12.78	3.03
8388608	18.38	14.37	3.82
8388608	15.69	12.96	2.53
8388608	15.89	12.64	3.07
8388608	18.34	14.75	3.40
